LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,BAD
10800,83441,92148,0,2,5,0,0,119.145844,1,26,40.97863532,0
10800,67171,82138,1,6,2,0,0,89.12452631,0,6,38.8031464,0
10800,13365,66979,1,6,9,2,1,346.9796514,1,22,16.48162968,0
10800,89139,122571,1,6,8,0,0,187.0023549,1.032749077,21.31703607,40.78052715,0
10800,42191,57224,0,6,15,0,0,68.81082617,0,11,30.51822975,0
10800,61767,72668,0,4,15,0,0,228.9854532,3,32,37.91433471,0
10900,86754,110000,0,4,13,0,2,103.4333333,0,19,39.38764489,1
10900,57494,66704,0,2,6,0,0,115.3127491,1.032749077,24,39.51098574,0
10900,74829.24905,76207,0,6,9.154940986,0,0,187.0023549,1.032749077,21.31703607,22.3926116,0
10900,49406,83074,1,6,1,0,1,191.8151231,0,13,30.12455569,0
10900,22513,52355,1,6,1,0,0,248.5834087,0,10,39.20462501,0
10900,69460.45297,16365,1,6,8.027802491,0,0,59.54870268,1,2,24.19590363,1
10900,74829.24905,66691,1,6,9.154940986,0,0,349.7523621,0,7,34.34334852,0
10900,56793,68825,0,6,3,0,0,225.8890415,0,9,34.72787519,0
10900,25061,35792,0,6,3,0,0,187.0023549,1.032749077,21.31703607,37.10471224,0
10900,51990,76918,1,6,0,0,1,180.8181023,0,12,29.55540653,0
10900,59029,76120,0,6,2,0,0,231.7341444,0,10,36.02568383,0
10900,116030,125179,0,5,6,0,0,177.0858449,0,19,33.84909254,0
10900,45028,61014,0,6,10,0,0,72.49466093,0,23,35.66764597,0
10900,49352,56529,0,6,7,0,1,78.83361763,2,23,36.17495524,1
11000,14046,34777,0,6,5,0,0,256.634152,0,11,22.44794332,0
11000,88252,112567,0,6,11,0,0,224.7155765,2,15,39.52685236,0
11000,52602,61496,0,6,13,0,0,107.3400662,0,22,37.69910859,0
11000,60513,110485,0,2,3,1,1,126.7719289,1,17,40.03139332,1
11000,76958,88607,0,4,9,0,0,175.4118267,0,12,39.21677518,0
11000,21738,86586,1,4,20,0,0,241.0607911,0,10,25.21859995,0
11000,77929,102942,1,4,8,0,0,173.8298837,0,34,33.89777255,0
11000,89275,108653,0,6,15,0,0,206.9034809,2,15,37.74304708,0
11000,57554,68222,0,4,14,0,0,215.4317939,3,32,36.5693479,0
11000,21780,85505,1,4,19,0,0,240.682581,0,10,24.40433511,0
11000,63314,69285,0,4,15,0,0,244.0177745,3,32,36.54257022,0
11000,48538,63805,0,6,9,0,0,88.60602346,0,22,38.0261511,0
11000,50716,61492,0,6,3,0,1,90.23032976,0,20,38.25586202,0
11000,77517,86214,1,4,2,2,0,352.3791379,0,28,28.03021421,1
11000,56795,70014,0,6,3,0,1,319.7957713,0,10,33.59617086,0
11000,45000,63775,0,6,14,0,0,173.1666667,0,18,39.38764489,1
11000,49000,66922,0,6,11,0,2,91,3,32,39.38764489,1
11000,108095,137000,0,4,3,0,0,277,1,46,33.25312863,0
11000,15129,29375,0,1,6,0,1,102.4333333,0,17,33.25312863,0
11000,74596,98000,1,4,6,0,0,108.5333333,1,27,33.25312863,0
11000,85149,106820,1,2,10,0,0,240.4333333,0,25,33.25312863,0
11000,102000,120000,0,6,3,0,0,125.8,1,26,33.25312863,0
11000,63847,86500,1,1,26,0,0,170.4333333,2,14,33.25312863,0
11000,53700,68000,0,2,6,0,0,101.5,0,13,39.38764489,1
11000,41000,63450,1,6,2.9,0,0,150.1901834,1.782764811,21.21126761,39.38764489,1
11000,122751,140000,0,6,5,0,0,116.7,2,30,39.38764489,1
11000,85474,118125,1,1,2.5,2,0,132.9333333,1,9,39.38764489,1
11000,116361,143318,0,4,15,0,1,181.0707933,1,32,30.03284549,0
11000,54641,65705,0,6,5,0,0,323.1929276,0,10,33.29962839,0
11000,85758,108661,1,2,11,0,0,255.2874154,0,24,29.43486714,0
11000,60123,74887,1,6,3,0,1,242.2497612,2,16,37.68016976,0
11000,43614,60831,0,6,3,0,2,84.44474615,0,20,36.67364815,0
11000,83639,98081,0,6,10,0,0,155.3712203,4,22,42.53968571,0
11000,50178,64427,0,6,5,0,0,67.63628905,1,11,28.68992836,0
11000,77723,107245,1,4,5,0,0,115.5585296,0,26,26.91192966,0
11000,46093,60563,0,2,4,0,0,190.4821643,1,21,29.57814813,0
11000,85008,73223,1,2,7,0,2,197.1200454,0,23,41.44105202,1
11000,106762,123138,0,6,2,0,0,131.0119157,0,25,32.80374334,0
11000,92521,110704,0,6,13,0,0,208.8984853,2,16,39.25043329,0
11000,49000,68000,1,6,2,2,3,9.1,3,15,39.38764489,1
11000,74829.24905,56851,1,6,10,0,0,308.4356492,2,13,31.07561658,0
11000,48893,113223,0,4,7,0,1,237.0980813,0,9,22.00337641,0
11100,47689,52910,1,2,21,1,1,224.4807501,1,18,34.94707658,0
11100,59232,71157,0,2,5,0,0,108.2171605,1.032749077,24,40.09183182,0
11100,74829.24905,50262,1,2,5,0,0,175.7568875,1.032749077,8,22.95686376,0
11100,52028,77316,1,6,8.027802491,0,2,194.4848973,1,12,30.79767437,1
11100,79226,88112,0,4,10,0,1,179.6482736,1,12,40.67090473,0
11100,72402,86584,0,2,8,0,0,102.9720787,0,22,29.6557132,0
11100,69460.45297,26400,1,6,8,0,0,150.1901834,2,0,39.38764489,1
11100,82849,113913,1,4,10,0,1,167.3610299,0,27,35.76333348,0
11100,27861,47737,1,6,8,0,0,89.49211666,0,4,34.05094936,0
11100,82329,100139,1,4,5,0,0,108.5325636,0,26,26.0992587,0
11100,80922,95105,0,6,3,0,0,90.88129226,2,31,38.12081058,0
11100,74829.24905,67005,1,6,9.154940986,0,0,364.3759758,0,7,36.67473432,0
11100,68784,85464,0,4,2,0,0,117.9983043,0,14,36.04425176,1
11100,52029,71376,1,6,4,0,1,250.2521648,2,16,38.48364845,0
11100,61856,77275,1,6,4,0,1,243.7137741,1,16,36.56411956,0
11100,105226,122901,0,6,3,0,0,113.6887804,1,26,33.89664298,0
11100,53232,86703,1,6,16,0,0,183.2062075,0,29,26.87488997,0
11100,52900,91741,1,6,8.027802491,1,1,93.1103527,1.782764811,8,40.76145307,1
11100,75392,89976,0,4,9,0,0,163.7035554,1,12,39.27188478,0
11100,74829.24905,102595.921,0,6,9.154940986,0,0,187.0023549,1.032749077,21.31703607,26.23245922,0
11100,54496,71895,1,6,6,0,0,125.7657749,0,16,35.50677407,0
11100,56999,67427,1,6,8,0,0,139.513915,0,16,35.8924361,0
11100,67366,102936,0,6,9,0,0,213.2814957,0,20,19.07865117,0
11100,35782,45550,1,6,8,0,0,109.2843458,0,3,36.15980592,0
11100,48031,107561,0,4,5,0,1,226.7811051,0,9,24.19032663,0
11100,43167,60209,0,6,3,0,1,80.36819698,0,20,37.49079883,0
11100,50350,58837,0,6,6,0,0,80.84321682,0,10,28.79316627,0
11200,66868,107794,0,1,10,0,0,152.9298285,1,12,39.64082898,0
11200,93649,113833,0,6,13,0,0,205.1172457,3,16,39.12613026,0
11200,29348,87351,1,4,20,0,0,224.3948946,0,11,26.1296273,0
11200,44966,55114,0,1,1,0,0,173.9618974,1,21,37.4566221,0
11200,23181,80140,1,4,21,0,0,221.4180934,0,10,25.46264153,0
11200,68890,84059,0,1,12,0,0,254.0196894,3,36,41.4339438,0
11200,17411,86102,0,6,10,0,0,267.9701095,0,13,22.08919992,0
11200,114000,139200,0,2,5,0,0,213.5666667,1,36,39.38764489,1
11200,56842,66710,1,6,6,0,0,144.7952204,0,17,33.8858765,0
11200,56877,65125,1,6,6,2,0,12.17692857,0,1,33.24121888,1
11200,62752,73003,0,4,13,0,0,226.5659049,3,31,38.33979805,0
11200,65508,103523,0,1,12,0,0,154.4273677,0,12,37.5754361,0
11200,68990,81922,0,2,12,0,1,120.8858112,2,23,43.15987533,1
11200,74829.24905,48150,1,2,3,0,0,165.7680172,1.032749077,9,22.30223437,0
11300,57377,75038,0,1,4,0,0,91.21996117,1,15,25.14027972,0
11300,124205,196124,1,1,0,0,1,332.7233895,0,15,40.12016832,0
11300,64437,79857,0,1,5,0,0,88.78915597,2,14,27.89926789,0
11300,61810,79817,0,1,6,0,0,98.2241442,1,14,25.52507894,0
11300,74829.24905,66345,1,6,9.154940986,0,0,357.1438193,0,6,34.60197381,0
11300,62168,80681,0,3,6,0,0,117.3762292,0,34,27.69452127,0
11300,46120,52911,1,2,19,0,0,229.4415778,1,17,36.33481436,0
11300,77926,89216,0,2,6,0,0,146.8101541,2,26,39.46696422,0
11300,129489,195105,1,1,0,0,1,356.3134858,0,16,41.63401796,0
11300,54984,63958,0,2,4,0,0,190.92093,1,16,28.08685484,0
11300,40752,53683,1,6,22,0,1,129.7580621,0,23,38.42588111,0
11300,74829.24905,28600,1,1,20,0,0,190.0312176,0,15,39.00867302,0
11300,29000,59900,1,2,3,1,0,91.63333333,4,11,39.38764489,1
11300,66814,82021,0,1,4,2,3,173.7118385,3,29,38.55692945,0
11300,77846,101984,1,4,5,0,0,112.3848455,1,27,28.29873364,0
11300,114392,214523,1,4,2,0,0,132.0976599,1,15,26.25183034,0
11300,62568,79009,1,1,4,0,3,295.3346697,0,19,28.60025223,1
11300,69460.45297,98172.84623,1,6,8.027802491,0,0,150.1901834,1.782764811,21.21126761,39.38764489,1
11300,78902,100332,0,4,4,0,0,116.9987995,0,26,34.68307147,0
11300,74829.24905,73121,0,6,9.154940986,0,0,187.0023549,1.032749077,21.31703607,22.57724619,0
11300,74783,100909,1,4,5,0,0,85.66483372,0,34,35.94785471,0
11400,74829.24905,29374,1,1,20,0,0,207.9302558,1,15,38.95512474,0
11400,74829.24905,38246,1,6,9.154940986,0,0,88.88697534,0,10,37.65838877,0
11400,75705,90727,0,2,5,0,0,143.1010326,2,27,42.16992673,0
11400,66491,89553,0,6,4,0,0,212.7832827,0,16,31.12013265,0
11400,55965,78051,0,1,6,0,0,96.29202022,2,14,27.17323223,0
11400,59813,72873,0,4,13,0,0,234.3302405,4,31,39.35147085,0
11400,125486,195284,1,1,0,0,0,354.2902872,0,15,38.14306879,0
11400,43530,56600,1,6,21,0,0,114.982979,0,23,39.4816629,0
11400,56789,74016,1,6,7,0,0,127.6254746,0,16,33.02714356,0
11400,51203,60716,0,6,2,0,0,99.10408262,0,20,38.23531293,0
11400,74829.24905,44849,1,2,6,0,0,163.2745947,1.032749077,9,23.48111664,0
11400,74829.24905,27439,1,6,27,0,0,208.1771125,0,5,23.83011058,0
11400,28043,87684,1,4,20,1,1,229.1779592,0,10,25.48999451,0
11400,84380,202186,1,5,13,0,0,34.91437168,1.032749077,7,18.84034872,0
11400,112930,144830,0,4,2,0,0,271.2380373,1,46,33.25107931,0
11400,84278,200480,1,5,14,0,0,4.412770061,1.032749077,8,19.11248507,0
11400,64934,74875,0,6,3,0,0,192.3144827,2,16,34.34375572,0
11400,50166,61395,0,6,1,0,0,188.8866824,1,12,26.95045128,0
11400,52068,80643,1,6,2,0,2,199.0877211,0,13,29.46213408,0
11500,56720,82738,1,6,17,0,0,200.4169543,0,16,34.01983769,0
11500,104790,122169,0,1,16,1,0,266.1210566,0,16,34.08217846,0
11500,53651,87547,1,6,18,0,0,191.3968875,0,16,34.36865089,0
11500,116430,215014,1,4,3,0,0,132.0936343,0,14,26.86456847,0
11500,43945,63337,0,2,2,0,1,193.7424854,0,21,27.62349396,0
11500,53151,71645,1,6,7,0,0,135.800476,0,16,35.85161441,0
11500,70409,89099,0,4,9,0,0,169.401652,0,11,40.17443006,0
11500,61264,75647,0,1,11,0,0,262.8901879,3,36,39.5478827,0
11500,44097,58336,0,1,0,0,0,173.3183208,0,20,38.19162603,0
11500,77143,86862,0,4,8,0,1,164.5964029,1,12,39.44969272,0
11500,21096,38952,0,1,13,0,0,129.7,0,5,39.38764489,1
11500,47597.57,75937.5,0,6,13.5,0,0,89.4,0,7,39.38764489,1
11500,67000,83000,0,4,4,0,0,150.1901834,1.782764811,21.21126761,39.38764489,1
11500,64371,73636,0,4,2,0,0,162.1162539,1,35,39.79119896,0
11500,63136,81099,0,6,3,0,0,149.0647448,1.032749077,35,28.97594012,0
11500,29281,37717,1,2,15,0,0,61.91544466,0,9,30.70242855,0
11500,104610,118861,0,6,18,0,1,203.7002024,1,16,37.59695145,0
11500,74829.24905,64037,1,6,9.154940986,0,0,354.1745808,0,7,34.35573924,0
11500,59781,69864,0,6,4,0,1,312.547396,0,9,31.18180135,0
11500,22758,36922,0,1,7,0,1,103.0481171,0,16,19.0201683,0
11600,64143,78851,0,1,6,0,3,201.369922,3,29,35.79580494,0
11600,92613,108515,0,6,11,0,0,206.8225881,3,16,39.11103947,0
11600,50433,107092,0,4,5,0,1,225.1816913,0,9,24.95259473,0
11600,89205,128462,0,1,10,0,0,128.1235975,0,21,37.52332471,0
11600,22635,33353,0,1,6,0,0,85.57207035,0,16,19.22387267,0
11600,35865,50000,0,6,9.154940986,0,0,78.13333333,0,15,33.25312863,0
11600,57200,72500,0,6,5,0,0,34.46666667,4,15,39.38764489,1
11600,45917,60000,0,6,10,0,1,304.3666667,3,27,39.38764489,1
11600,96882,118914,0,4,13,0,0,176.2219109,2,17,34.7577402,0
11600,64510,71105,0,4,5,0,0,150.263332,1,34,43.23918712,0
11600,57436,72460,0,6,11,0,0,255.1260302,0,27,28.94553179,0
11600,129432,198705,1,1,0,0,0,341.0473292,0,16,39.96325851,0
11600,73079,101219,1,4,7,0,0,152.249875,0,33,34.24962074,0
11600,74829.24905,36474,1,6,9.154940986,0,1,93.72713803,0,10,37.20295356,0
11700,42151,58947,1,6,22,0,0,122.0303618,0,23,40.08314453,0
11700,78789,91342,0,2,5,0,0,128.3606743,2,27,41.9526818,0
11700,47072,85090,1,6,18,0,0,192.2531823,0,16,35.06486468,0
11700,95411,117927,0,4,14,0,0,177.9266958,1,17,34.49056413,0
11700,54085,68239,1,6,2,1,2,8.055265077,3,15,32.01265858,1
11700,51600,72399,1,6,15,0,1,125.36337,4,20,39.38764489,1
11700,52650,63646,0,6,0,1,0,194.7609999,1,13,27.61084406,0
11700,59932,80313,1,1,14,0,0,238.4864616,0,32,44.4749177,0
11700,40266,59097,0,6,9.154940986,0,0,74.9980986,0,15,39.49702872,0
11700,74829.24905,69125,0,6,9.154940986,0,0,187.0023549,1.032749077,21.31703607,23.76683213,0
11700,63724,82252,0,1,13,0,0,233.2488794,3,37,40.07527584,0
11700,59506,85000,0,6,3,0,0,37.56666667,2,4,33.25312863,0
11700,62400,78000,0,1,20,0,0,216.0666667,2,24,39.38764489,1
11700,37093,62116,0,2,9.154940986,0,0,187.0023549,1.032749077,21.31703607,37.01094877,0
11700,74783,86227,0,2,7,0,0,116.7568005,0,23,28.01922708,0
11700,64278,76055,0,6,12,0,0,245.2951629,0,26,28.43996584,0
11700,15163,74500,0,4,19,0,2,378.8258185,1,11,20.09078333,0
11700,56441,86987,1,6,17,0,0,198.0327176,0,16,33.93116342,0
11700,78157,103016,0,2,1,0,0,69.80569767,2,24,38.44838712,0
11700,55119,67931,0,2,4,0,0,199.4106992,2,16,27.61633851,0
11700,56990,83334,1,6,4,0,2,177.4326989,0,13,30.9986945,0
11700,101520,110617,0,6,18,0,2,198.5433481,1,16,38.72125945,0
11700,96532,107600,0,6,12,0,0,214.8698168,2,15,40.28741144,0
11700,68059,86216,0,6,3,0,0,175.6585679,1.032749077,35,30.25396992,0
11800,118053,125325,0,5,5,0,0,181.1720651,0,18,33.20039733,0
11800,52104,61618,0,1,0,0,0,160.7499314,0,21,37.12951204,0
11800,79131,102263,1,4,5,0,0,105.2538926,0,34,36.07097887,0
11800,74829.24905,65769,1,6,9.154940986,0,0,357.3326822,0,7,34.32727654,0
11800,21813,30436,0,1,5,0,1,104.0116359,0,16,19.40846123,0
11800,44944,57132,0,6,9.154940986,0,0,74.15604508,0,14,42.81224294,0
11800,57760,65535,0,2,11,0,0,108.4694005,1,18,32.78348357,0
11800,65062,78004,1,1,12,0,0,251.1441957,0,31,43.37237282,0
11800,67336,82218,0,1,12,0,0,255.3135348,3,36,40.87842824,0
11800,86785,125552,0,1,11,0,0,148.1764924,1,22,37.88444933,0
11800,116742,137385,0,4,15,0,1,170.5400351,1,33,30.78500359,0
11800,38825,51984,0,6,9.154940986,0,0,82.52779435,0,14,40.88273326,0
11800,32257,59515,0,1,23,0,0,231.5999445,0,29,25.70127642,0
11800,74829.24905,51246,1,6,11,0,0,305.5667157,2,13,32.50005907,0
11800,65012,91614,1,1,26,0,0,171.8895469,2,13,42.48851705,0
11800,53596,69786,0,2,5,0,0,126.7877807,1.032749077,24,41.04775488,0
11800,98877,110250,0,6,18,0,2,195.8629168,1,16,36.87169942,0
11800,112146,140781,0,4,14,0,0,170.7005075,0,32,29.9424924,0
11900,44600,63800,0,6,9,0,0,243.5,0,18,33.25312863,0
11900,54867,79000,1,2,1,0,0,182.6,2,23,39.38764489,1
11900,44142,54299,1,6,22,0,0,123.4711472,0,22,37.1549023,0
11900,56443,86913,0,1,12,0,0,119.8594097,0,24,38.86165697,0
11900,85486,109386,1,4,11,0,1,175.5425655,0,28,33.67090818,0
11900,108763,128780,0,1,8,0,0,60.3779329,3,21,49.41811438,1
11900,56792,64130,0,2,13,0,0,118.6125902,1,18,32.6657463,0
11900,74829.24905,39433,1,6,9.154940986,0,1,81.39482961,0,9,35.50366426,0
11900,85179,122788,1,6,10,0,0,187.0023549,1.032749077,21.31703607,39.43073063,0
11900,41009,68211,0,1,23,0,0,234.9296174,0,28,28.3910393,0
11900,28329,80963,1,4,21,0,0,239.4571177,0,10,24.53499719,0
11900,117550,144178,0,4,15,0,1,170.9458328,1,32,29.09998121,0
11900,58104,77870,1,6,7,0,0,69.43333333,1,19,39.38764489,1
11900,52814,72000,0,6,12,0,0,123.6,0,20,39.38764489,1
11900,34222,59948,0,1,24,0,0,228.0753508,1,29,25.72883738,0
11900,26601,52544,1,6,0,0,0,240.6943608,0,11,40.77567715,0
11900,81849,105403,1,4,5,0,1,82.63950538,1,34,36.50598321,0
11900,29822,48574,0,1,13,0,0,132.4016914,0,4,36.61115697,1
11900,97506,110902,0,6,17,0,1,196.568128,2,15,37.99899138,0
11900,89595,107895,1,2,9,0,0,250.4682419,0,24,30.30538811,0
11900,63833,98172.84623,0,6,3,0,0,150.1901834,1.782764811,21.21126761,40.93276678,1
11900,78959,104371,0,2,1,0,0,79.08139722,1,23,40.02421108,0
11900,83877,208924,1,5,15,0,0,12.75204694,1.032749077,7,18.24972192,0
11900,114329,143915,0,4,15,0,1,185.5726683,0,32,28.97773866,0
11900,81318,105454,1,4,6,0,0,92.13682104,1,33,37.52575103,0
11900,61094,74842,0,6,12,0,0,250.1998344,0,26,29.73487407,0
12000,84172,123415,0,1,9,0,0,139.0184494,1,21,38.58266988,0
12000,83560,126479,1,6,8,0,0,187.0023549,1.032749077,21.31703607,38.92831569,0
12000,63019,74204,0,1,6,0,0,98.59173833,2,14,24.49043836,0
12000,41182,59947,1,6,23,0,0,118.1799392,0,22,37.13106416,0
12000,57371,69076,0,2,10,1,0,83.25197204,1,19,29.63210826,0
12000,76799,83864,0,2,8,0,0,102.2042743,0,22,27.17193008,0
12000,35028,55079,1,6,23,0,1,108.6339686,0,23,40.79745755,0
12000,7804,65395,1,6,8,2,0,347.1233258,0,21,16.81630749,0
12000,38130,68707,0,1,23,0,0,234.8879805,1,29,26.3012369,0
12000,15756,53079,1,1,23,0,0,259.5550444,0,20,29.39747822,0
12000,50581,70171,1,6,8.027802491,0,2,206.3192338,1,12,29.84313667,1
12000,69796,93757,0,1,16,0,1,91.43267591,0,8,24.45938368,0
12000,102109,121229,0,6,2,0,0,104.4825912,0,25,34.76728889,0
12000,79844,98139,1,4,8,0,0,156.9547583,0,34,31.70012432,0
12000,76345,89036,1,6,8,0,0,91.97034976,1,19,50.17306503,1
12000,35721,52938,1,6,23,0,1,125.928071,0,22,38.62702499,0
12000,72786,84595,0,1,4,2,2,198.7693251,3,30,38.09020903,0
12000,42000,60000,0,6,4,1,2,145.5333333,0,23,39.38764489,1
12000,69000,92900,1,4,2,0,0,115.9,0,15,39.38764489,1
12000,74427,96270,0,6,18,0,1,169.7333333,2,40,39.38764489,1
12000,69460.45297,98172.84623,1,6,3,0,2,213.6666667,1,15,39.38764489,1
12000,43000,64000,0,6,1,0,0,262.9666667,0,21,33.25312863,0
12000,96000,135000,1,4,14,0,0,126.8,5,22,33.25312863,0
12000,46000,60200,0,6,4,0,0,176.5,0,14,33.25312863,0
12000,87000,101200,0,3,13,0,2,151.1333333,1,18,33.25312863,0
12000,98000,123385,1,4,10,0,0,170.4333333,3,32,33.25312863,0
12000,76187,93100,0,6,0.5,0,0,144.0666667,0,23,33.25312863,0
12000,150000,175065,0,4,7,0,1,206.6666667,4,26,33.25312863,0
12000,29600,61250,0,4,7.5,0,0,264.8,1,16,33.25312863,0
12000,74829.24905,63000,0,6,0,0,0,187.0023549,0,0,33.25312863,0
12000,94000,112125,1,1,2,0,0,143.0333333,1,22,33.25312863,0
12000,72000,106000,0,6,6,0,0,78.06666667,2,14,33.25312863,0
12000,42482,67800,0,4,19,0,0,199.9,0,16,33.25312863,0
12000,53800,80000,0,6,0.3,0,0,124.7666667,4,11,33.25312863,0
12000,88000,118750,1,2,3,0,3,153.5,0,26,33.25312863,0
12000,44000,59500,0,6,3.7,0,0,172.5,0,14,33.25312863,0
12000,81000,105250,0,4,9,0,0,200.9,2,37,33.25312863,0
12000,36346,54000,0,6,9.154940986,0,0,114.6666667,2,19,33.25312863,0
12000,81000,99000,1,6,20,0,0,136,4,24,33.25312863,0
12000,64000,80000,0,6,2,0,0,239.5333333,3,26,33.25312863,0
12000,69460.45297,87000,0,6,13,0,0,150.1901834,1.782764811,21.21126761,39.38764489,1
12000,85039,111100,0,4,0.2,1,2,144.0666667,1,34,33.25312863,0
12000,87000,113850,0,1,11,0,0,216.1333333,0,12,33.25312863,0
12000,75373,102602,1,6,6,2,0,99.36666667,0,21,39.38764489,1
12000,36000,51900,0,6,0.1,0,0,247.5,1,10,39.38764489,1
12000,114390,132800,0,2,10,0,0,95.73333333,0,25,39.38764489,1
12000,28298,72000,0,6,8,0,0,105.5,2,22,39.38764489,1
12000,118000,139350,1,4,2,0,0,153.1666667,2,17,39.38764489,1
12000,87917,98172.84623,0,6,12.9,0,1,71,0,12,39.38764489,1
12000,59099,82000,0,6,10,0,2,219.1333333,0,33,39.38764489,1
12000,15231,42845.01,0,1,6.5,0,1,65.96666667,2,18,39.38764489,1
12000,74265,91000,1,6,7,1,0,137,0,3,39.38764489,1
12000,42000,58000,0,6,5,0,1,113.6333333,1,18,39.38764489,1
12000,76674,97936,0,2,5,0,0,147.9142027,2,27,41.22576316,0
12000,54257,82764,0,6,14,1,1,188.3374218,2,31,38.94275964,1
12000,36072,62960,0,4,8,0,0,288.5298732,0,16,22.42300246,0
12000,97650,115931,0,4,11,0,0,199.828042,1,17,34.38794397,0
12000,74829.24905,67446,1,6,9.154940986,0,0,356.9333304,0,7,37.93444341,0
12000,88210,114224,0,4,8,0,0,203.468979,1,36,41.57297152,0
12000,84191,100654,1,4,0,0,0,79.67788538,1,20,33.77330326,0
12000,63589,75959,1,1,14,1,0,253.616928,1,31,43.15970058,0
12000,69460.45297,33879,0,6,8.027802491,1,0,121.3795359,0,4,39.69469137,1
12000,98428,114820,0,6,16,0,1,188.1482082,2,15,36.73772129,0
12100,56335,86648,1,6,17,0,0,206.2470947,0,17,35.12787435,0
12100,48622,83158,1,6,4,0,2,191.5692916,0,12,29.20449956,0
12100,58556,76724,1,6,3,0,1,234.6585447,1,16,37.63925293,0
12100,13218,82386,0,6,7,0,0,262.3942543,0,14,18.43047238,0
12100,96439,126328,1,2,3,0,3,156.3191309,0,26,39.27931325,0
12100,44484,64398,0,6,3,0,0,263.0447041,0,20,28.80398255,0
12100,29097,72647,0,6,8,0,0,109.5148795,1,22,45.30476057,1
12100,90917,102400,0,3,11,0,2,159.874518,0,17,33.4537285,0
12100,50100,66410,0,6,3,0,0,176.0098643,0,14,28.54860369,0
12100,68941,75029,1,1,14,0,0,254.1896555,0,31,43.89784955,0
12100,50150,65565,0,6,4,0,0,166.2317086,0,13,26.64432479,0
12100,50973,74183,0,2,6,0,0,122.6918271,1.032749077,24,41.12808531,0
12100,22000,38750,0,6,0.8,0,0,167.4,1,17,39.38764489,1
12100,12000,33938,0,2,9,0,0,118.7666667,0,11,33.25312863,0
12100,31400,48000,0,6,6,1,0,107.5333333,2,16,33.25312863,0
12100,67000,79100,0,2,5,0,0,155.2,1,32,39.38764489,1
12100,67927,94126,0,6,2,0,0,35.53887812,2,3,38.84759708,0
12100,74594,90555,0,2,4,0,0,123.7766246,2,27,41.63484731,0
12100,83557,98881,1,4,6,0,0,102.2257045,1,26,25.78278709,0
12100,46152,72773,0,6,0,0,0,270.4899801,0,20,29.49511599,0
12100,97185,113004,0,6,13,0,0,202.6225313,2,15,37.71664611,0
12100,105104,144712,1,4,13,0,0,129.5188081,5,22,37.41377466,0
12100,71060,79744,0,6,3,0,0,179.8663489,1.032749077,35,29.89415099,0
12100,85121,113744,0,4,0,0,2,139.4853397,0,34,33.94343772,0
12100,28193,34705,0,6,0,0,0,187.0023549,1.032749077,21.31703607,37.6180269,0
12100,18728,34443,0,2,9,0,0,117.6482829,0,10,21.58983638,0
12100,55147,72553,0,6,0,0,0,229.4061754,0,10,35.86772963,0
12100,48149,74539,0,4,17,0,0,200.0325616,0,15,23.13097189,0
12200,61929,83102,1,1,14,0,0,238.5249274,1,32,44.44967097,0
12200,110088,137794,0,4,3,0,0,251.1518919,1,46,33.51711722,0
12200,57785,72971,0,6,2,0,0,166.8994602,1,16,34.70964393,0
12200,67474,88473,0,6,2,0,0,234.7759967,3,26,29.09729879,0
12200,80336,102618,1,4,2,0,0,79.73026062,2,19,34.40548234,0
12200,97000,109800,1,4,5,0,0,152.1333333,3,33,39.38764489,1
12200,91000,114053,0,6,11,0,0,173.5,0,27,33.25312863,0
12200,45095,64736,0,6,9,0,0,249.6737711,0,18,31.63530262,0
12200,70722,81760,0,6,0,0,0,219.7852728,3,26,30.27700538,0
12200,82904,125057,0,1,8,0,0,131.6590526,1,21,37.27313999,0
12200,61302,90873,0,6,2,0,0,35.97354161,1,4,39.97361316,0
12200,27118,87982,1,4,19,0,0,232.2369961,0,11,25.2354388,0
12200,53242,70400,0,6,14,0,0,169.9306635,0,18,34.62942766,1
12200,57112,76050,0,6,1,0,0,235.2292688,0,9,35.11318533,0
12200,90154,110479,0,4,9,0,0,196.9264059,2,37,43.1890315,0
12200,86775,111572,0,4,0,1,1,138.6100805,1,33,34.35180836,0
12300,79838,85209,0,4,8,0,0,173.8386239,0,11,37.8244708,0
12300,114035,137208,0,4,15,0,1,173.7143227,0,33,32.05607229,0
12300,89333,106107,1,6,19,0,0,120.2578861,3,24,28.77470213,0
12300,24552,48278,0,6,0,0,0,171.0751046,0,16,29.29955094,1
12300,61253,85825,0,3,5,0,0,130.026259,0,34,27.20337824,0
12300,152107,179793,0,4,7,0,1,212.7829956,3,25,43.13409505,0
12300,48238,66603,1,1,6,0,1,80.38898294,1,11,40.01910455,1
12300,112373,136202,0,4,16,0,1,179.8829733,0,32,30.48826811,0
12300,69499,104045,0,6,8,0,0,219.0904891,0,20,18.58475695,0
12300,60200,77079,1,1,13,0,0,242.2441382,1,32,45.39416855,0
12300,74829.24905,50530,1,2,5,0,0,163.54096,1.032749077,9,20.02628441,0
12300,78000,101200,1,6,0.4,0,0,145.0666667,1,19,39.38764489,1
12300,50230,70000,0,3,1,0,0,184.3666667,2,20,39.38764489,1
12300,49800,64000,0,4,23,0,2,232.3333333,3,17,39.38764489,1
12300,114457,144284,0,4,1,0,0,252.6592531,0,45,32.4971451,0
